post_id,username,post_date,caption,media_type,slide_count,like_count,comment_count,view_count,unique_viewers,saved_count,share_count,link_clicks,impression_count,hashtags_list,hashtags_count,hashtags,mentions,caption_entities,sentiment_score_caption,channel,crawled_at
POST_1109,vinfastglobal,2025-02-15,This is a sample caption for post 1109,image,6,9564,379,20994,12290,45,260,65,28642,"['#greenfuture', '#car', '#vinfast', '#electricvehicle']",4,#greenfuture #car #vinfast #electricvehicle,@evcommunity,{},-0.09,Instagram,2025-04-25 07:44:23.990814
POST_1110,vinfastglobal,2025-02-15,This is a sample caption for post 1110,carousel,6,897,35,18938,13686,172,245,36,27731,['#vinfast'],1,#vinfast,@vinfast,{},0.76,TikTok,2025-04-25 07:44:23.990836
POST_1111,vinfast.official,2025-02-15,This is a sample caption for post 1111,video,1,6663,36,37873,28511,97,288,36,39077,"['#electricvehicle', '#car', '#greenfuture', '#mobility']",4,#electricvehicle #car #greenfuture #mobility,@evcommunity @vinfast,{},-0.74,Instagram,2025-04-25 07:44:23.990859
POST_1112,vinfast.official,2025-02-16,This is a sample caption for post 1112,video,9,6090,396,9954,5868,135,210,64,10613,['#vinfast'],1,#vinfast,,{},0.43,TikTok,2025-04-25 07:44:23.990872
POST_1113,vinfast.official,2025-02-16,This is a sample caption for post 1113,image,10,8546,81,21993,20214,86,88,50,26895,"['#electricvehicle', '#mobility', '#car']",3,#electricvehicle #mobility #car,@evcommunity @vf9,{},-0.05,Instagram,2025-04-25 07:44:23.990886
POST_1114,vinfast.official,2025-02-16,This is a sample caption for post 1114,video,2,6924,308,20663,17740,190,18,76,28438,"['#mobility', '#electricvehicle', '#ev']",3,#mobility #electricvehicle #ev,@vinfast @vf9,{},-0.66,TikTok,2025-04-25 07:44:23.990901
POST_1115,vinfastglobal,2025-02-16,This is a sample caption for post 1115,carousel,4,617,303,46409,25499,9,230,40,53270,"['#car', '#ev']",2,#car #ev,@evcommunity,{},0.55,TikTok,2025-04-25 07:44:23.990916
POST_1116,vinfastglobal,2025-02-16,This is a sample caption for post 1116,carousel,3,8598,116,37258,24078,174,249,67,43431,"['#ev', '#car', '#greenfuture']",3,#ev #car #greenfuture,@vf9 @evcommunity,{},0.22,Instagram,2025-04-25 07:44:23.990930
POST_1117,vinfastglobal,2025-02-16,This is a sample caption for post 1117,video,9,4990,125,20004,16943,185,111,88,28015,"['#car', '#greenfuture', '#electricvehicle']",3,#car #greenfuture #electricvehicle,@vinfast,{},0.15,TikTok,2025-04-25 07:44:23.990943
POST_1118,vinfast.official,2025-02-16,This is a sample caption for post 1118,video,3,4858,31,19350,17993,25,182,56,23551,"['#ev', '#mobility', '#greenfuture', '#car']",4,#ev #mobility #greenfuture #car,@vf9 @vinfast,{},-0.78,Instagram,2025-04-25 07:44:23.990957
POST_1119,vinfastglobal,2025-02-16,This is a sample caption for post 1119,image,9,3797,336,15759,8251,110,174,91,23498,['#mobility'],1,#mobility,,{},-0.99,Instagram,2025-04-25 07:44:23.990970
POST_1120,vinfast.official,2025-02-17,This is a sample caption for post 1120,video,4,4806,174,19204,15183,27,298,29,27971,['#ev'],1,#ev,@vinfast,{},0.87,Instagram,2025-04-25 07:44:23.990985
POST_1121,vinfast.official,2025-02-17,This is a sample caption for post 1121,video,3,4842,458,2955,1489,150,59,42,7617,"['#mobility', '#electricvehicle', '#car', '#vinfast']",4,#mobility #electricvehicle #car #vinfast,@vf9 @evcommunity,{},-0.61,Instagram,2025-04-25 07:44:23.990999
POST_1122,vinfast.official,2025-02-17,This is a sample caption for post 1122,image,8,4315,377,12702,6431,91,156,72,15866,"['#electricvehicle', '#car']",2,#electricvehicle #car,@evcommunity,{},-0.34,TikTok,2025-04-25 07:44:23.991012
POST_1123,vinfastglobal,2025-02-17,This is a sample caption for post 1123,image,3,7922,175,16756,8429,103,125,57,21130,"['#greenfuture', '#electricvehicle', '#vinfast']",3,#greenfuture #electricvehicle #vinfast,@evcommunity,{},-0.28,Instagram,2025-04-25 07:44:23.991026
POST_1124,vinfastglobal,2025-02-17,This is a sample caption for post 1124,carousel,2,7725,167,10967,7484,133,164,88,12890,"['#greenfuture', '#electricvehicle', '#ev']",3,#greenfuture #electricvehicle #ev,,{},0.91,TikTok,2025-04-25 07:44:23.991039
POST_1125,vinfastglobal,2025-02-17,This is a sample caption for post 1125,video,10,6221,222,46502,34744,125,280,85,50080,"['#mobility', '#electricvehicle']",2,#mobility #electricvehicle,,{},0.05,TikTok,2025-04-25 07:44:23.991053
POST_1126,vinfastglobal,2025-02-17,This is a sample caption for post 1126,carousel,2,1111,434,36390,32980,56,298,68,38845,"['#greenfuture', '#electricvehicle']",2,#greenfuture #electricvehicle,@vinfast,{},0.36,TikTok,2025-04-25 07:44:23.991066
POST_1127,vinfastglobal,2025-02-17,This is a sample caption for post 1127,carousel,8,1011,242,9147,6686,121,293,7,18302,"['#mobility', '#greenfuture', '#vinfast', '#ev']",4,#mobility #greenfuture #vinfast #ev,@vinfast,{},0.49,Instagram,2025-04-25 07:44:23.991095
POST_1128,vinfast.official,2025-02-18,This is a sample caption for post 1128,video,2,8966,40,5023,4740,125,21,36,11721,"['#ev', '#car']",2,#ev #car,@vf9,{},-0.1,TikTok,2025-04-25 07:44:23.991110
POST_1129,vinfast.official,2025-02-18,This is a sample caption for post 1129,image,9,2278,344,23291,12888,142,206,67,25377,"['#vinfast', '#mobility']",2,#vinfast #mobility,@vf9,{},0.35,TikTok,2025-04-25 07:44:23.991125
POST_1130,vinfast.official,2025-02-18,This is a sample caption for post 1130,image,4,7646,187,10666,6656,190,62,4,17534,['#ev'],1,#ev,,{},-0.87,Instagram,2025-04-25 07:44:23.991138
POST_1131,vinfast.official,2025-02-18,This is a sample caption for post 1131,carousel,1,4109,389,3399,2314,64,281,27,4323,"['#electricvehicle', '#greenfuture']",2,#electricvehicle #greenfuture,,{},0.63,TikTok,2025-04-25 07:44:23.991151
POST_1132,vinfast.official,2025-02-18,This is a sample caption for post 1132,image,5,2447,348,34660,20777,81,145,7,43781,"['#mobility', '#car']",2,#mobility #car,@vf9 @vinfast,{},0.94,TikTok,2025-04-25 07:44:23.991164
POST_1133,vinfast.official,2025-02-19,This is a sample caption for post 1133,carousel,7,6788,86,20153,13490,198,280,60,24101,"['#greenfuture', '#ev']",2,#greenfuture #ev,@vinfast,{},0.12,TikTok,2025-04-25 07:44:23.991179
POST_1134,vinfastglobal,2025-02-19,This is a sample caption for post 1134,video,4,4277,114,22144,17516,120,194,11,30919,"['#vinfast', '#greenfuture']",2,#vinfast #greenfuture,@evcommunity,{},0.21,Instagram,2025-04-25 07:44:23.991192
POST_1135,vinfastglobal,2025-02-19,This is a sample caption for post 1135,image,10,9256,121,31917,18958,90,160,1,35387,"['#mobility', '#vinfast']",2,#mobility #vinfast,@vf9 @vinfast,{},0.39,Instagram,2025-04-25 07:44:23.991206
POST_1136,vinfast.official,2025-02-19,This is a sample caption for post 1136,image,9,5369,407,19050,12788,141,188,39,23335,"['#electricvehicle', '#car', '#mobility']",3,#electricvehicle #car #mobility,,{},0.61,TikTok,2025-04-25 07:44:23.991219
POST_1137,vinfast.official,2025-02-19,This is a sample caption for post 1137,image,6,5226,221,3496,2632,61,79,2,7768,"['#greenfuture', '#ev', '#electricvehicle', '#car']",4,#greenfuture #ev #electricvehicle #car,,{},-0.24,Instagram,2025-04-25 07:44:23.991232
POST_1138,vinfast.official,2025-02-19,This is a sample caption for post 1138,carousel,6,4316,400,32522,30405,169,256,58,35278,"['#ev', '#mobility', '#car']",3,#ev #mobility #car,,{},0.83,Instagram,2025-04-25 07:44:23.991245
POST_1139,vinfastglobal,2025-02-19,This is a sample caption for post 1139,image,1,204,221,9510,8360,64,39,90,11984,['#ev'],1,#ev,@vf9 @evcommunity,{},-0.88,TikTok,2025-04-25 07:44:23.991258
POST_1140,vinfast.official,2025-02-19,This is a sample caption for post 1140,image,1,8819,292,27457,13874,140,145,68,32154,['#electricvehicle'],1,#electricvehicle,@evcommunity @vf9,{},0.61,Instagram,2025-04-25 07:44:23.991271
POST_1141,vinfastglobal,2025-02-19,This is a sample caption for post 1141,image,9,2539,133,13078,10186,69,186,34,19580,['#greenfuture'],1,#greenfuture,@vf9,{},0.13,Instagram,2025-04-25 07:44:23.991284
POST_1142,vinfastglobal,2025-02-20,This is a sample caption for post 1142,carousel,1,1631,217,25355,16980,126,33,81,25509,"['#vinfast', '#car']",2,#vinfast #car,@evcommunity,{},0.57,Instagram,2025-04-25 07:44:23.991298
POST_1143,vinfastglobal,2025-02-20,This is a sample caption for post 1143,image,4,9386,253,18266,9515,24,148,69,27498,['#ev'],1,#ev,@vinfast,{},0.92,Instagram,2025-04-25 07:44:23.991312
POST_1144,vinfast.official,2025-02-20,This is a sample caption for post 1144,image,5,2761,298,16259,12275,104,281,42,22547,"['#mobility', '#vinfast']",2,#mobility #vinfast,@evcommunity @vf9,{},-0.89,TikTok,2025-04-25 07:44:23.991327
POST_1145,vinfastglobal,2025-02-20,This is a sample caption for post 1145,image,6,9858,213,21889,11236,74,235,62,25626,"['#electricvehicle', '#car', '#mobility']",3,#electricvehicle #car #mobility,,{},0.36,TikTok,2025-04-25 07:44:23.991340
POST_1146,vinfastglobal,2025-02-20,This is a sample caption for post 1146,carousel,5,4137,375,5317,2854,44,199,91,7844,"['#greenfuture', '#mobility', '#vinfast', '#car']",4,#greenfuture #mobility #vinfast #car,,{},0.89,TikTok,2025-04-25 07:44:23.991353
POST_1147,vinfast.official,2025-02-20,This is a sample caption for post 1147,video,2,2270,54,12780,8868,147,289,65,19465,['#vinfast'],1,#vinfast,,{},-0.29,Instagram,2025-04-25 07:44:23.991365
POST_1148,vinfast.official,2025-02-20,This is a sample caption for post 1148,video,1,4881,221,25914,22043,190,291,31,35284,"['#mobility', '#car']",2,#mobility #car,,{},-0.72,TikTok,2025-04-25 07:44:23.991379
POST_1149,vinfast.official,2025-02-21,This is a sample caption for post 1149,image,2,2839,232,18585,12814,128,44,46,22708,"['#mobility', '#car']",2,#mobility #car,@evcommunity @vinfast,{},-0.08,Instagram,2025-04-25 07:44:23.991393
POST_1150,vinfast.official,2025-02-21,This is a sample caption for post 1150,image,7,5543,440,41144,27605,89,230,42,48199,"['#greenfuture', '#mobility']",2,#greenfuture #mobility,@evcommunity @vinfast,{},-0.04,Instagram,2025-04-25 07:44:23.991407
POST_1151,vinfast.official,2025-02-21,This is a sample caption for post 1151,video,5,8144,304,16387,10596,76,206,46,18252,"['#electricvehicle', '#mobility']",2,#electricvehicle #mobility,,{},0.36,Instagram,2025-04-25 07:44:23.991429
POST_1152,vinfast.official,2025-02-21,This is a sample caption for post 1152,carousel,4,7283,418,19592,17124,22,214,86,27772,"['#mobility', '#greenfuture']",2,#mobility #greenfuture,,{},-0.49,Instagram,2025-04-25 07:44:23.991457
POST_1153,vinfast.official,2025-02-21,This is a sample caption for post 1153,video,2,7457,316,31907,24313,141,264,88,38760,['#greenfuture'],1,#greenfuture,@evcommunity @vinfast,{},-0.78,Instagram,2025-04-25 07:44:23.991470
POST_1154,vinfast.official,2025-02-21,This is a sample caption for post 1154,image,10,825,298,42772,34425,107,174,55,44507,['#vinfast'],1,#vinfast,@vinfast,{},0.02,Instagram,2025-04-25 07:44:23.991484
POST_1155,vinfast.official,2025-02-21,This is a sample caption for post 1155,video,7,7686,405,45035,34445,133,82,44,45437,"['#vinfast', '#greenfuture', '#car', '#mobility']",4,#vinfast #greenfuture #car #mobility,,{},0.66,Instagram,2025-04-25 07:44:23.991509
POST_1156,vinfast.official,2025-02-22,This is a sample caption for post 1156,video,8,3489,276,32149,21113,29,229,92,39561,"['#vinfast', '#greenfuture', '#mobility']",3,#vinfast #greenfuture #mobility,@vinfast @evcommunity,{},0.7,Instagram,2025-04-25 07:44:23.991527
POST_1157,vinfastglobal,2025-02-22,This is a sample caption for post 1157,carousel,4,8554,99,36669,20976,148,223,59,40467,"['#mobility', '#ev', '#electricvehicle', '#greenfuture']",4,#mobility #ev #electricvehicle #greenfuture,@vf9 @evcommunity,{},-0.94,Instagram,2025-04-25 07:44:23.991541
POST_1158,vinfast.official,2025-02-22,This is a sample caption for post 1158,carousel,7,6470,12,46685,27854,76,37,73,48352,"['#greenfuture', '#mobility']",2,#greenfuture #mobility,,{},-0.08,TikTok,2025-04-25 07:44:23.991554
POST_1159,vinfast.official,2025-02-22,This is a sample caption for post 1159,carousel,6,9880,208,40562,27446,34,183,45,48063,"['#mobility', '#greenfuture']",2,#mobility #greenfuture,@evcommunity @vinfast,{},0.34,TikTok,2025-04-25 07:44:23.991578
POST_1160,vinfastglobal,2025-02-22,This is a sample caption for post 1160,image,5,2016,103,24964,20271,135,203,53,34735,"['#electricvehicle', '#car']",2,#electricvehicle #car,@vinfast,{},-0.03,Instagram,2025-04-25 07:44:23.991599
POST_1161,vinfastglobal,2025-02-22,This is a sample caption for post 1161,video,5,2398,105,21116,18558,163,32,45,21273,"['#ev', '#mobility', '#car', '#greenfuture']",4,#ev #mobility #car #greenfuture,@evcommunity @vf9,{},-0.18,TikTok,2025-04-25 07:44:23.991613
POST_1162,vinfast.official,2025-02-22,This is a sample caption for post 1162,carousel,8,8106,95,5917,4463,199,117,37,6452,"['#ev', '#electricvehicle', '#greenfuture']",3,#ev #electricvehicle #greenfuture,,{},0.56,TikTok,2025-04-25 07:44:23.991626
POST_1163,vinfastglobal,2025-02-23,This is a sample caption for post 1163,carousel,2,4489,406,36093,31418,98,282,96,36774,"['#electricvehicle', '#ev', '#car', '#vinfast']",4,#electricvehicle #ev #car #vinfast,@evcommunity @vinfast,{},-0.4,Instagram,2025-04-25 07:44:23.991643
POST_1164,vinfast.official,2025-02-23,This is a sample caption for post 1164,video,6,1525,234,8193,6956,65,112,94,17825,"['#mobility', '#electricvehicle', '#car']",3,#mobility #electricvehicle #car,,{},0.23,Instagram,2025-04-25 07:44:23.991656
POST_1165,vinfastglobal,2025-02-23,This is a sample caption for post 1165,image,10,5847,282,18921,14542,48,170,90,23715,"['#electricvehicle', '#greenfuture', '#vinfast']",3,#electricvehicle #greenfuture #vinfast,,{},0.93,TikTok,2025-04-25 07:44:23.991669
POST_1166,vinfastglobal,2025-02-23,This is a sample caption for post 1166,video,3,2274,137,10084,8270,68,206,62,12413,"['#mobility', '#car', '#electricvehicle']",3,#mobility #car #electricvehicle,@vinfast,{},0.27,Instagram,2025-04-25 07:44:23.991683
POST_1167,vinfast.official,2025-02-23,This is a sample caption for post 1167,carousel,5,6146,242,32484,21026,5,52,93,39995,"['#vinfast', '#electricvehicle', '#car']",3,#vinfast #electricvehicle #car,,{},0.94,Instagram,2025-04-25 07:44:23.991697
POST_1168,vinfast.official,2025-02-23,This is a sample caption for post 1168,video,6,4746,182,36368,27642,149,253,100,41999,['#vinfast'],1,#vinfast,,{},0.25,TikTok,2025-04-25 07:44:23.991709
POST_1169,vinfastglobal,2025-02-23,This is a sample caption for post 1169,image,3,7330,243,544,514,114,108,88,2705,"['#ev', '#greenfuture', '#vinfast']",3,#ev #greenfuture #vinfast,@vf9 @evcommunity,{},-0.84,Instagram,2025-04-25 07:44:23.991724
POST_1170,vinfastglobal,2025-02-23,This is a sample caption for post 1170,video,5,3936,229,43457,23511,29,5,27,51269,['#ev'],1,#ev,@vinfast @vf9,{},-0.98,TikTok,2025-04-25 07:44:23.991737
POST_1171,vinfastglobal,2025-02-23,This is a sample caption for post 1171,video,3,7926,46,15504,10424,192,57,13,20637,"['#greenfuture', '#ev', '#car']",3,#greenfuture #ev #car,,{},0.28,Instagram,2025-04-25 07:44:23.991751
POST_1172,vinfastglobal,2025-02-24,This is a sample caption for post 1172,carousel,3,7310,189,47845,28509,196,82,52,55093,"['#vinfast', '#mobility']",2,#vinfast #mobility,,{},0.5,TikTok,2025-04-25 07:44:23.991765
POST_1173,vinfast.official,2025-02-24,This is a sample caption for post 1173,video,6,2390,136,18651,14735,68,288,76,28481,"['#mobility', '#vinfast', '#greenfuture']",3,#mobility #vinfast #greenfuture,,{},0.04,Instagram,2025-04-25 07:44:23.991779
POST_1174,vinfast.official,2025-02-24,This is a sample caption for post 1174,video,1,4021,263,25789,14202,132,41,67,25986,"['#greenfuture', '#ev', '#car']",3,#greenfuture #ev #car,@vf9 @evcommunity,{},0.09,Instagram,2025-04-25 07:44:23.991793
POST_1175,vinfast.official,2025-02-24,This is a sample caption for post 1175,image,1,9723,44,1403,867,15,35,50,9703,"['#mobility', '#electricvehicle', '#car']",3,#mobility #electricvehicle #car,@evcommunity,{},-0.2,Instagram,2025-04-25 07:44:23.991809
POST_1176,vinfast.official,2025-02-24,This is a sample caption for post 1176,image,5,1394,271,13816,12965,44,279,41,20217,['#greenfuture'],1,#greenfuture,@vf9 @vinfast,{},-0.88,Instagram,2025-04-25 07:44:23.991823
POST_1177,vinfastglobal,2025-02-25,This is a sample caption for post 1177,video,10,1001,168,44152,36812,194,94,15,44359,"['#mobility', '#vinfast']",2,#mobility #vinfast,,{},-0.01,TikTok,2025-04-25 07:44:23.991836
POST_1178,vinfast.official,2025-02-25,This is a sample caption for post 1178,image,6,2179,393,18113,15030,35,20,42,25147,"['#electricvehicle', '#vinfast', '#greenfuture']",3,#electricvehicle #vinfast #greenfuture,@evcommunity @vinfast,{},-0.01,TikTok,2025-04-25 07:44:23.991851
POST_1179,vinfastglobal,2025-02-25,This is a sample caption for post 1179,video,10,2834,198,10809,6645,31,298,86,12698,"['#mobility', '#electricvehicle']",2,#mobility #electricvehicle,,{},-0.91,Instagram,2025-04-25 07:44:23.991864
POST_1180,vinfastglobal,2025-02-25,This is a sample caption for post 1180,image,8,6063,206,10335,5999,14,288,91,17205,"['#greenfuture', '#ev']",2,#greenfuture #ev,@evcommunity,{},-0.36,Instagram,2025-04-25 07:44:23.991877
POST_1181,vinfast.official,2025-02-25,This is a sample caption for post 1181,image,9,962,101,15126,13037,16,210,8,22746,"['#greenfuture', '#mobility', '#vinfast']",3,#greenfuture #mobility #vinfast,@vf9 @vinfast,{},-0.26,TikTok,2025-04-25 07:44:23.991893
POST_1182,vinfast.official,2025-02-25,This is a sample caption for post 1182,carousel,10,4074,247,24635,18876,131,105,93,33589,"['#ev', '#vinfast']",2,#ev #vinfast,@vinfast,{},-0.53,TikTok,2025-04-25 07:44:23.991917
POST_1183,vinfastglobal,2025-02-25,This is a sample caption for post 1183,video,1,6264,444,48870,40427,31,110,67,52772,"['#car', '#vinfast', '#ev', '#greenfuture']",4,#car #vinfast #ev #greenfuture,@vinfast,{},-0.91,Instagram,2025-04-25 07:44:23.991943
POST_1184,vinfast.official,2025-02-25,This is a sample caption for post 1184,carousel,6,7611,392,6064,4616,134,73,81,12525,['#electricvehicle'],1,#electricvehicle,@vinfast @vf9,{},0.32,Instagram,2025-04-25 07:44:23.991956
POST_1185,vinfast.official,2025-02-26,This is a sample caption for post 1185,video,6,6538,368,48692,31494,120,144,29,49915,"['#ev', '#electricvehicle']",2,#ev #electricvehicle,,{},-0.69,Instagram,2025-04-25 07:44:23.991970
POST_1186,vinfast.official,2025-02-26,This is a sample caption for post 1186,video,6,6760,71,35622,23554,58,236,39,43213,"['#vinfast', '#mobility', '#ev']",3,#vinfast #mobility #ev,@vf9 @vinfast,{},-0.57,TikTok,2025-04-25 07:44:23.991984
POST_1187,vinfastglobal,2025-02-26,This is a sample caption for post 1187,image,4,5928,212,34150,17827,81,138,22,34659,"['#car', '#electricvehicle', '#ev', '#vinfast']",4,#car #electricvehicle #ev #vinfast,@vinfast,{},0.61,Instagram,2025-04-25 07:44:23.991998
POST_1188,vinfastglobal,2025-02-26,This is a sample caption for post 1188,image,1,3741,76,13484,11739,100,48,74,23086,"['#vinfast', '#mobility', '#electricvehicle']",3,#vinfast #mobility #electricvehicle,,{},0.8,TikTok,2025-04-25 07:44:23.992010
POST_1189,vinfastglobal,2025-02-26,This is a sample caption for post 1189,image,6,2107,31,30711,16055,151,226,92,37182,"['#vinfast', '#car', '#electricvehicle', '#mobility']",4,#vinfast #car #electricvehicle #mobility,@vinfast,{},0.82,TikTok,2025-04-25 07:44:23.992024
POST_1190,vinfast.official,2025-02-26,This is a sample caption for post 1190,video,3,667,324,41078,31943,170,156,63,47828,"['#vinfast', '#mobility', '#greenfuture', '#ev']",4,#vinfast #mobility #greenfuture #ev,,{},-0.16,Instagram,2025-04-25 07:44:23.992038
POST_1191,vinfastglobal,2025-02-27,This is a sample caption for post 1191,video,6,7959,288,32263,21126,149,262,41,38626,"['#ev', '#vinfast', '#greenfuture']",3,#ev #vinfast #greenfuture,@vinfast @evcommunity,{},0.79,TikTok,2025-04-25 07:44:23.992053
POST_1192,vinfastglobal,2025-02-27,This is a sample caption for post 1192,video,9,5956,402,38772,36826,45,56,31,42723,"['#electricvehicle', '#vinfast', '#ev']",3,#electricvehicle #vinfast #ev,@vf9 @evcommunity,{},0.87,Instagram,2025-04-25 07:44:23.992067
POST_1193,vinfastglobal,2025-02-27,This is a sample caption for post 1193,image,10,5310,422,48872,39778,156,19,90,54633,"['#electricvehicle', '#ev']",2,#electricvehicle #ev,@evcommunity,{},-0.38,TikTok,2025-04-25 07:44:23.992080
POST_1194,vinfastglobal,2025-02-27,This is a sample caption for post 1194,image,1,3911,318,14839,7552,127,5,42,18139,"['#greenfuture', '#ev']",2,#greenfuture #ev,@vinfast,{},-0.96,Instagram,2025-04-25 07:44:23.992093
POST_1195,vinfastglobal,2025-02-27,This is a sample caption for post 1195,carousel,6,1288,201,46672,43118,106,56,43,51616,"['#ev', '#mobility', '#car']",3,#ev #mobility #car,@vf9 @evcommunity,{},-0.65,TikTok,2025-04-25 07:44:23.992109
POST_1196,vinfastglobal,2025-02-27,This is a sample caption for post 1196,carousel,10,2972,203,20607,17109,80,70,22,20636,"['#electricvehicle', '#vinfast', '#ev', '#greenfuture']",4,#electricvehicle #vinfast #ev #greenfuture,@evcommunity,{},-0.56,Instagram,2025-04-25 07:44:23.992123
POST_1197,vinfast.official,2025-02-27,This is a sample caption for post 1197,image,6,1374,131,23228,21882,47,50,90,28728,"['#vinfast', '#greenfuture', '#ev', '#mobility']",4,#vinfast #greenfuture #ev #mobility,@vinfast @vf9,{},-0.49,Instagram,2025-04-25 07:44:23.992140
POST_1198,vinfastglobal,2025-02-27,This is a sample caption for post 1198,image,7,7279,385,28002,26212,110,257,48,33756,"['#vinfast', '#car', '#ev', '#mobility']",4,#vinfast #car #ev #mobility,@vinfast,{},0.6,Instagram,2025-04-25 07:44:23.992164
POST_1199,vinfast.official,2025-02-27,This is a sample caption for post 1199,image,6,4378,497,7363,3927,48,197,20,8591,['#greenfuture'],1,#greenfuture,@evcommunity @vf9,{},0.41,TikTok,2025-04-25 07:44:23.992177
POST_1200,vinfastglobal,2025-02-27,This is a sample caption for post 1200,carousel,7,2673,37,7136,4631,53,214,89,16214,"['#mobility', '#greenfuture', '#electricvehicle']",3,#mobility #greenfuture #electricvehicle,,{},-0.81,TikTok,2025-04-25 07:44:23.992190
POST_1201,vinfast.official,2025-02-28,This is a sample caption for post 1201,image,1,6011,11,28523,15386,174,250,25,30112,['#ev'],1,#ev,,{},0.28,Instagram,2025-04-25 07:44:23.992204
POST_1202,vinfast.official,2025-02-28,This is a sample caption for post 1202,image,5,6612,251,32553,29385,72,51,82,41467,"['#ev', '#greenfuture', '#car', '#mobility']",4,#ev #greenfuture #car #mobility,,{},-0.11,TikTok,2025-04-25 07:44:23.992216
POST_1203,vinfast.official,2025-02-28,This is a sample caption for post 1203,video,5,3806,438,18100,13645,43,54,10,23732,"['#electricvehicle', '#ev', '#vinfast', '#mobility']",4,#electricvehicle #ev #vinfast #mobility,@vf9 @evcommunity,{},0.15,Instagram,2025-04-25 07:44:23.992231
POST_1204,vinfast.official,2025-02-28,This is a sample caption for post 1204,video,2,6568,472,47312,24395,151,269,73,49727,['#car'],1,#car,,{},0.9,Instagram,2025-04-25 07:44:23.992244
POST_1205,vinfastglobal,2025-02-28,This is a sample caption for post 1205,image,3,799,226,5635,5323,116,108,80,8057,"['#greenfuture', '#vinfast', '#electricvehicle']",3,#greenfuture #vinfast #electricvehicle,@evcommunity,{},-0.21,TikTok,2025-04-25 07:44:23.992257
POST_1206,vinfast.official,2025-02-28,This is a sample caption for post 1206,carousel,8,302,412,46402,36211,138,219,14,53192,"['#ev', '#electricvehicle']",2,#ev #electricvehicle,@evcommunity @vinfast,{},0.85,Instagram,2025-04-25 07:44:23.992280
POST_1207,vinfast.official,2025-02-28,This is a sample caption for post 1207,carousel,6,6832,145,25603,20345,151,247,4,28424,"['#car', '#ev', '#mobility']",3,#car #ev #mobility,,{},-0.21,TikTok,2025-04-25 07:44:23.992295
POST_1208,vinfastglobal,2025-02-28,This is a sample caption for post 1208,image,8,4500,469,24908,12680,82,164,35,32962,['#ev'],1,#ev,,{},-0.4,TikTok,2025-04-25 07:44:23.992307
POST_1209,vinfast.official,2025-02-28,This is a sample caption for post 1209,video,7,1562,106,29448,17525,109,253,97,37910,"['#vinfast', '#electricvehicle', '#ev']",3,#vinfast #electricvehicle #ev,,{},-0.38,TikTok,2025-04-25 07:44:23.992322
POST_1210,vinfastglobal,2025-03-01,This is a sample caption for post 1210,image,4,3388,438,4276,2618,121,30,46,7538,"['#greenfuture', '#car', '#electricvehicle']",3,#greenfuture #car #electricvehicle,@vinfast @evcommunity,{},-0.52,TikTok,2025-04-25 07:44:23.992338
POST_1211,vinfast.official,2025-03-01,This is a sample caption for post 1211,image,8,9715,292,23421,15338,71,51,36,23870,"['#vinfast', '#ev', '#electricvehicle', '#mobility']",4,#vinfast #ev #electricvehicle #mobility,@vinfast @evcommunity,{},-0.46,TikTok,2025-04-25 07:44:23.992354
POST_1212,vinfastglobal,2025-03-01,This is a sample caption for post 1212,carousel,1,7867,476,9171,7257,158,9,28,13306,"['#mobility', '#greenfuture', '#car']",3,#mobility #greenfuture #car,@vf9,{},-0.08,Instagram,2025-04-25 07:44:23.992368
POST_1213,vinfast.official,2025-03-01,This is a sample caption for post 1213,video,9,6606,309,7205,3626,174,196,71,16933,"['#greenfuture', '#vinfast', '#car']",3,#greenfuture #vinfast #car,,{},-0.33,TikTok,2025-04-25 07:44:23.992382
POST_1214,vinfast.official,2025-03-01,This is a sample caption for post 1214,video,5,4995,106,10325,7565,66,34,76,16945,"['#mobility', '#ev', '#vinfast']",3,#mobility #ev #vinfast,@vf9 @evcommunity,{},-0.48,TikTok,2025-04-25 07:44:23.992397
POST_1215,vinfast.official,2025-03-01,This is a sample caption for post 1215,video,1,9652,372,37989,32944,92,118,87,46748,"['#mobility', '#greenfuture', '#electricvehicle', '#vinfast']",4,#mobility #greenfuture #electricvehicle #vinfast,@evcommunity @vinfast,{},-0.41,TikTok,2025-04-25 07:44:23.992411
POST_1216,vinfast.official,2025-03-02,This is a sample caption for post 1216,carousel,9,3099,494,45045,40757,172,50,28,50865,"['#mobility', '#greenfuture']",2,#mobility #greenfuture,@vf9,{},-0.26,TikTok,2025-04-25 07:44:23.992427
POST_1217,vinfast.official,2025-03-02,This is a sample caption for post 1217,image,8,979,453,42075,32086,163,41,60,45262,['#mobility'],1,#mobility,@evcommunity,{},-0.4,Instagram,2025-04-25 07:44:23.992439
POST_1218,vinfastglobal,2025-03-02,This is a sample caption for post 1218,image,4,5714,219,37816,34101,122,78,40,40770,['#car'],1,#car,@evcommunity,{},0.97,TikTok,2025-04-25 07:44:23.992452
POST_1219,vinfastglobal,2025-03-02,This is a sample caption for post 1219,image,8,4581,117,11549,8769,45,255,100,12991,"['#electricvehicle', '#car']",2,#electricvehicle #car,@vf9 @evcommunity,{},-0.14,TikTok,2025-04-25 07:44:23.992465
