post_id,username,post_date,caption,media_type,slide_count,like_count,comment_count,view_count,saved_count,share_count,hashtags,mentions,location,media_url,crawled_at,total_follower,followers,profile_reach,profile_visit,impression,new_followers
post_0135,brand_id,2025-03-11,Lihat behind the scene campaign terbaru kami!,video,1,1831,108,58305,587,57,#newyear #2025 #discount,@influencer1,Surabaya,http://example.com/media135.jpg,2025-03-12,111140,96992,25260,2318,48676,68
post_0136,brand_id,2025-03-11,Cek produk terbaru kami!,video,1,582,299,49390,605,373,#event #sale #discount,@partner_brand,Bali,http://example.com/media136.jpg,2025-03-12,91785,96992,25260,2318,48676,68
post_0137,brand_id,2025-03-11,Cek produk terbaru kami!,video,1,3488,122,82750,138,102,#promo,@collab,Bali,http://example.com/media137.jpg,2025-03-12,115834,96992,25260,2318,48676,68
post_0138,brand_id,2025-03-12,Lihat behind the scene campaign terbaru kami!,carousel,4,2745,287,69374,297,197,#event,@collab,Bandung,http://example.com/media138.jpg,2025-03-13,91272,97007,66052,2522,85214,15
post_0139,brand_id,2025-03-12,Promo Awal Tahun!,video,1,1901,314,54755,969,324,#discount #sale #2025,@partner_brand,Bali,http://example.com/media139.jpg,2025-03-13,103168,97007,66052,2522,85214,15
post_0140,brand_id,2025-03-13,Jangan lewatkan diskon spesial hari ini!,video,1,3691,50,46802,397,456,#newyear #sale #event,@influencer1,Surabaya,http://example.com/media140.jpg,2025-03-14,114674,97023,44164,909,97516,16
post_0141,brand_id,2025-03-14,Cek produk terbaru kami!,carousel,3,1460,256,89780,766,472,#event #newyear,@partner_brand,Jakarta,http://example.com/media141.jpg,2025-03-15,95579,96983,31766,1122,18950,-40
post_0142,brand_id,2025-03-14,"New Year, New Goals!",video,1,4551,387,69657,514,387,#event,@partner_brand,Bali,http://example.com/media142.jpg,2025-03-15,119530,96983,31766,1122,18950,-40
post_0143,brand_id,2025-03-15,"New Year, New Goals!",video,1,3089,348,69757,556,148,#sale #2025,@partner_brand,Medan,http://example.com/media143.jpg,2025-03-16,103631,96986,55445,1991,60648,3
post_0144,brand_id,2025-03-15,Jangan lewatkan diskon spesial hari ini!,video,1,1337,78,29629,78,329,#promo #event,@partner_brand,Jakarta,http://example.com/media144.jpg,2025-03-16,118958,96986,55445,1991,60648,3
post_0145,brand_id,2025-03-16,Promo Awal Tahun!,carousel,5,725,488,89590,366,348,#sale,@partner_brand,Bandung,http://example.com/media145.jpg,2025-03-17,96688,97035,64516,2115,62116,49
post_0146,brand_id,2025-03-16,"New Year, New Goals!",video,1,3124,87,42468,97,117,#discount,@influencer1,Jakarta,http://example.com/media146.jpg,2025-03-17,97867,97035,64516,2115,62116,49
post_0147,brand_id,2025-03-17,Jangan lewatkan diskon spesial hari ini!,image,1,4332,418,53129,56,206,#discount,,Bandung,http://example.com/media147.jpg,2025-03-18,92059,97082,42061,670,75096,47
post_0148,brand_id,2025-03-17,Lihat behind the scene campaign terbaru kami!,video,1,4795,355,90030,673,417,#newyear,@influencer1,Bali,http://example.com/media148.jpg,2025-03-18,110926,97082,42061,670,75096,47
post_0149,brand_id,2025-03-18,"New Year, New Goals!",carousel,3,1118,471,88726,709,99,#event #newyear,@partner_brand,Bandung,http://example.com/media149.jpg,2025-03-19,109275,97042,14433,1109,24293,-40
post_0150,brand_id,2025-03-18,Cek produk terbaru kami!,image,1,4309,175,74794,599,412,#discount,@influencer1,Bandung,http://example.com/media150.jpg,2025-03-19,103550,97042,14433,1109,24293,-40
post_0151,brand_id,2025-03-19,"New Year, New Goals!",video,1,2038,123,33955,470,287,#2025,@partner_brand,Bandung,http://example.com/media151.jpg,2025-03-20,105614,97082,33232,901,47561,40
post_0152,brand_id,2025-03-20,Promo Awal Tahun!,video,1,867,494,19660,125,185,#sale,@partner_brand,Surabaya,http://example.com/media152.jpg,2025-03-21,105136,97161,27739,1401,21166,79
post_0153,brand_id,2025-03-21,Promo Awal Tahun!,image,1,1729,279,62737,138,398,#sale #newyear #promo,@collab,Bali,http://example.com/media153.jpg,2025-03-22,91143,97241,65241,605,94016,80
post_0154,brand_id,2025-03-21,Jangan lewatkan diskon spesial hari ini!,carousel,5,3456,320,32237,98,426,#newyear #promo #event,,Bali,http://example.com/media154.jpg,2025-03-22,91768,97241,65241,605,94016,80
post_0155,brand_id,2025-03-21,Lihat behind the scene campaign terbaru kami!,carousel,4,4953,118,83808,687,496,#promo,@partner_brand,Bali,http://example.com/media155.jpg,2025-03-22,102408,97241,65241,605,94016,80
post_0156,brand_id,2025-03-22,Promo Awal Tahun!,video,1,4393,300,93679,150,36,#event #newyear,@partner_brand,Bali,http://example.com/media156.jpg,2025-03-23,110779,97225,63811,2709,45753,-16
post_0157,brand_id,2025-03-22,Jangan lewatkan diskon spesial hari ini!,carousel,3,3769,173,37293,314,241,#newyear #discount #event,@partner_brand,Bandung,http://example.com/media157.jpg,2025-03-23,109212,97225,63811,2709,45753,-16
post_0158,brand_id,2025-03-22,Jangan lewatkan diskon spesial hari ini!,carousel,1,4690,168,81698,732,109,#promo #event,@influencer1,Surabaya,http://example.com/media158.jpg,2025-03-23,94735,97225,63811,2709,45753,-16
post_0159,brand_id,2025-03-23,Promo Awal Tahun!,image,1,4748,325,31545,367,438,#sale #newyear #discount,@partner_brand,Bandung,http://example.com/media159.jpg,2025-03-24,104752,97256,77352,2950,50720,31
post_0160,brand_id,2025-03-24,Lihat behind the scene campaign terbaru kami!,image,1,2763,475,68822,321,191,#2025 #promo #sale,@partner_brand,Surabaya,http://example.com/media160.jpg,2025-03-25,107103,97259,86425,1493,92936,3
post_0161,brand_id,2025-03-25,Lihat behind the scene campaign terbaru kami!,video,1,986,168,37596,450,346,#sale #event,@collab,Bali,http://example.com/media161.jpg,2025-03-26,112224,97320,80713,1011,44810,61
post_0162,brand_id,2025-03-26,"New Year, New Goals!",image,1,2004,147,98979,762,33,#2025,@partner_brand,Medan,http://example.com/media162.jpg,2025-03-27,96384,97271,36374,2781,61334,-49
post_0163,brand_id,2025-03-27,Lihat behind the scene campaign terbaru kami!,image,1,1961,396,66986,125,427,#sale #newyear,,Medan,http://example.com/media163.jpg,2025-03-28,116190,97250,87046,1363,44048,-21
post_0164,brand_id,2025-03-28,"New Year, New Goals!",carousel,5,2503,474,62801,300,118,#discount #sale,@influencer1,Surabaya,http://example.com/media164.jpg,2025-03-29,116807,97324,82831,1030,16672,74
post_0165,brand_id,2025-03-28,"New Year, New Goals!",image,1,4748,476,49074,510,87,#event #promo,@partner_brand,Medan,http://example.com/media165.jpg,2025-03-29,96179,97324,82831,1030,16672,74
post_0166,brand_id,2025-03-29,Promo Awal Tahun!,image,1,1223,324,76405,142,461,#discount,@partner_brand,Bali,http://example.com/media166.jpg,2025-03-30,100131,97390,28946,2742,60312,66
post_0167,brand_id,2025-03-29,"New Year, New Goals!",carousel,4,3106,168,56771,955,197,#newyear,@partner_brand,Jakarta,http://example.com/media167.jpg,2025-03-30,110752,97390,28946,2742,60312,66
post_0168,brand_id,2025-03-29,Cek produk terbaru kami!,carousel,2,3449,285,26419,229,225,#sale #newyear #discount,,Surabaya,http://example.com/media168.jpg,2025-03-30,109999,97390,28946,2742,60312,66
post_0169,brand_id,2025-03-30,Jangan lewatkan diskon spesial hari ini!,image,1,1344,147,12434,637,263,#discount #promo,,Medan,http://example.com/media169.jpg,2025-03-31,110335,97435,31853,1398,66917,45
post_0170,brand_id,2025-03-30,Lihat behind the scene campaign terbaru kami!,carousel,1,2705,174,33339,718,478,#2025,@influencer1,Jakarta,http://example.com/media170.jpg,2025-03-31,113657,97435,31853,1398,66917,45
post_0171,brand_id,2025-03-31,Cek produk terbaru kami!,image,1,4178,351,67164,737,151,#promo,@collab,Jakarta,http://example.com/media171.jpg,2025-04-01,107263,97506,15759,2626,24200,71
